type,timestamp,interval,value
4,2025-09-26T18:15:00+00:00,900,0.0000
11,2025-09-26T18:15:00+00:00,900,0.3440
10,2025-09-26T18:15:00+00:00,900,0.0000
13,2025-09-26T18:15:00+00:00,900,0.0000
12,2025-09-26T18:15:00+00:00,900,0.0000
2,2025-09-26T18:30:00+00:00,900,0.1090
1,2025-09-26T18:30:00+00:00,900,0.0000
3,2025-09-26T18:30:00+00:00,900,0.0000
4,2025-09-26T18:30:00+00:00,900,0.0000
11,2025-09-26T18:30:00+00:00,900,0.4360
10,2025-09-26T18:30:00+00:00,900,0.0000
13,2025-09-26T18:30:00+00:00,900,0.0000
12,2025-09-26T18:30:00+00:00,900,0.0000
2,2025-09-26T18:45:00+00:00,900,0.0850
1,2025-09-26T18:45:00+00:00,900,0.0000
3,2025-09-26T18:45:00+00:00,900,0.0000
4,2025-09-26T18:45:00+00:00,900,0.0000
11,2025-09-26T18:45:00+00:00,900,0.3400
10,2025-09-26T18:45:00+00:00,900,0.0000
13,2025-09-26T18:45:00+00:00,900,0.0000
12,2025-09-26T18:45:00+00:00,900,0.0000
2,2025-09-26T19:00:00+00:00,900,0.0870
1,2025-09-26T19:00:00+00:00,900,0.0000
3,2025-09-26T19:00:00+00:00,900,0.0000
4,2025-09-26T19:00:00+00:00,900,0.0000
11,2025-09-26T19:00:00+00:00,900,0.3480
10,2025-09-26T19:00:00+00:00,900,0.0000
13,2025-09-26T19:00:00+00:00,900,0.0000
12,2025-09-26T19:00:00+00:00,900,0.0000
2,2025-09-26T19:15:00+00:00,900,0.1300
1,2025-09-26T19:15:00+00:00,900,0.0000
3,2025-09-26T19:15:00+00:00,900,0.0000
4,2025-09-26T19:15:00+00:00,900,0.0000
11,2025-09-26T19:15:00+00:00,900,0.5200
10,2025-09-26T19:15:00+00:00,900,0.0000
13,2025-09-26T19:15:00+00:00,900,0.0000
12,2025-09-26T19:15:00+00:00,900,0.0000
2,2025-09-26T19:30:00+00:00,900,0.1950
1,2025-09-26T19:30:00+00:00,900,0.0000
3,2025-09-26T19:30:00+00:00,900,0.0000
4,2025-09-26T19:30:00+00:00,900,0.0000
11,2025-09-26T19:30:00+00:00,900,0.7800
10,2025-09-26T19:30:00+00:00,900,0.0000
13,2025-09-26T19:30:00+00:00,900,0.0000
12,2025-09-26T19:30:00+00:00,900,0.0000
2,2025-09-26T19:45:00+00:00,900,0.1970
1,2025-09-26T19:45:00+00:00,900,0.0000
3,2025-09-26T19:45:00+00:00,900,0.0000
4,2025-09-26T19:45:00+00:00,900,0.0000
11,2025-09-26T19:45:00+00:00,900,0.7880
10,2025-09-26T19:45:00+00:00,900,0.0000
13,2025-09-26T19:45:00+00:00,900,0.0000
12,2025-09-26T19:45:00+00:00,900,0.0000
2,2025-09-26T20:00:00+00:00,900,0.2100
1,2025-09-26T20:00:00+00:00,900,0.0000
3,2025-09-26T20:00:00+00:00,900,0.0000
4,2025-09-26T20:00:00+00:00,900,0.0000
11,2025-09-26T20:00:00+00:00,900,0.8400
10,2025-09-26T20:00:00+00:00,900,0.0000
13,2025-09-26T20:00:00+00:00,900,0.0000
12,2025-09-26T20:00:00+00:00,900,0.0000
2,2025-09-26T20:15:00+00:00,900,0.2010
1,2025-09-26T20:15:00+00:00,900,0.0000
3,2025-09-26T20:15:00+00:00,900,0.0000
4,2025-09-26T20:15:00+00:00,900,0.0000
11,2025-09-26T20:15:00+00:00,900,0.8040
10,2025-09-26T20:15:00+00:00,900,0.0000
13,2025-09-26T20:15:00+00:00,900,0.0000
12,2025-09-26T20:15:00+00:00,900,0.0000
2,2025-09-26T20:30:00+00:00,900,0.2030
1,2025-09-26T20:30:00+00:00,900,0.0000
3,2025-09-26T20:30:00+00:00,900,0.0000
4,2025-09-26T20:30:00+00:00,900,0.0000
11,2025-09-26T20:30:00+00:00,900,0.8120
10,2025-09-26T20:30:00+00:00,900,0.0000
13,2025-09-26T20:30:00+00:00,900,0.0000
12,2025-09-26T20:30:00+00:00,900,0.0000
2,2025-09-26T20:45:00+00:00,900,0.2100
1,2025-09-26T20:45:00+00:00,900,0.0000
3,2025-09-26T20:45:00+00:00,900,0.0000
4,2025-09-26T20:45:00+00:00,900,0.0000
11,2025-09-26T20:45:00+00:00,900,0.8400
10,2025-09-26T20:45:00+00:00,900,0.0000
13,2025-09-26T20:45:00+00:00,900,0.0000
12,2025-09-26T20:45:00+00:00,900,0.0000
2,2025-09-26T21:00:00+00:00,900,0.1320
1,2025-09-26T21:00:00+00:00,900,0.0000
3,2025-09-26T21:00:00+00:00,900,0.0000
4,2025-09-26T21:00:00+00:00,900,0.0000
11,2025-09-26T21:00:00+00:00,900,0.5280
10,2025-09-26T21:00:00+00:00,900,0.0000
13,2025-09-26T21:00:00+00:00,900,0.0000
12,2025-09-26T21:00:00+00:00,900,0.0000
2,2025-09-26T21:15:00+00:00,900,0.0730
1,2025-09-26T21:15:00+00:00,900,0.0000
3,2025-09-26T21:15:00+00:00,900,0.0000
4,2025-09-26T21:15:00+00:00,900,0.0000
11,2025-09-26T21:15:00+00:00,900,0.2920
10,2025-09-26T21:15:00+00:00,900,0.0000
13,2025-09-26T21:15:00+00:00,900,0.0000
12,2025-09-26T21:15:00+00:00,900,0.0000
2,2025-09-26T21:30:00+00:00,900,0.0690
1,2025-09-26T21:30:00+00:00,900,0.0000
3,2025-09-26T21:30:00+00:00,900,0.0000
4,2025-09-26T21:30:00+00:00,900,0.0000
11,2025-09-26T21:30:00+00:00,900,0.2760
10,2025-09-26T21:30:00+00:00,900,0.0000
13,2025-09-26T21:30:00+00:00,900,0.0000
12,2025-09-26T21:30:00+00:00,900,0.0000
2,2025-09-26T21:45:00+00:00,900,0.0720
1,2025-09-26T21:45:00+00:00,900,0.0000
3,2025-09-26T21:45:00+00:00,900,0.0000
4,2025-09-26T21:45:00+00:00,900,0.0000
11,2025-09-26T21:45:00+00:00,900,0.2880
10,2025-09-26T21:45:00+00:00,900,0.0000
13,2025-09-26T21:45:00+00:00,900,0.0000
12,2025-09-26T21:45:00+00:00,900,0.0000
2,2025-09-26T22:00:00+00:00,900,0.0880
1,2025-09-26T22:00:00+00:00,900,0.0000
3,2025-09-26T22:00:00+00:00,900,0.0000
4,2025-09-26T22:00:00+00:00,900,0.0000
11,2025-09-26T22:00:00+00:00,900,0.3520
10,2025-09-26T22:00:00+00:00,900,0.0000
13,2025-09-26T22:00:00+00:00,900,0.0000
12,2025-09-26T22:00:00+00:00,900,0.0000
2,2025-09-26T22:15:00+00:00,900,0.0780
1,2025-09-26T22:15:00+00:00,900,0.0000
3,2025-09-26T22:15:00+00:00,900,0.0000
4,2025-09-26T22:15:00+00:00,900,0.0000
11,2025-09-26T22:15:00+00:00,900,0.3120
10,2025-09-26T22:15:00+00:00,900,0.0000
13,2025-09-26T22:15:00+00:00,900,0.0000
12,2025-09-26T22:15:00+00:00,900,0.0000
2,2025-09-26T22:30:00+00:00,900,0.0760
1,2025-09-26T22:30:00+00:00,900,0.0000
3,2025-09-26T22:30:00+00:00,900,0.0000
4,2025-09-26T22:30:00+00:00,900,0.0000
11,2025-09-26T22:30:00+00:00,900,0.3040
10,2025-09-26T22:30:00+00:00,900,0.0000
13,2025-09-26T22:30:00+00:00,900,0.0000
12,2025-09-26T22:30:00+00:00,900,0.0000
2,2025-09-26T22:45:00+00:00,900,0.0660
1,2025-09-26T22:45:00+00:00,900,0.0000
3,2025-09-26T22:45:00+00:00,900,0.0000
4,2025-09-26T22:45:00+00:00,900,0.0000
11,2025-09-26T22:45:00+00:00,900,0.2640
10,2025-09-26T22:45:00+00:00,900,0.0000
13,2025-09-26T22:45:00+00:00,900,0.0000
12,2025-09-26T22:45:00+00:00,900,0.0000
2,2025-09-26T23:00:00+00:00,900,0.0730
1,2025-09-26T23:00:00+00:00,900,0.0000
3,2025-09-26T23:00:00+00:00,900,0.0000
4,2025-09-26T23:00:00+00:00,900,0.0000
11,2025-09-26T23:00:00+00:00,900,0.2920
10,2025-09-26T23:00:00+00:00,900,0.0000
13,2025-09-26T23:00:00+00:00,900,0.0000
12,2025-09-26T23:00:00+00:00,900,0.0000
2,2025-09-26T23:15:00+00:00,900,0.0720
1,2025-09-26T23:15:00+00:00,900,0.0000
3,2025-09-26T23:15:00+00:00,900,0.0000
4,2025-09-26T23:15:00+00:00,900,0.0000
11,2025-09-26T23:15:00+00:00,900,0.2880
10,2025-09-26T23:15:00+00:00,900,0.0000
13,2025-09-26T23:15:00+00:00,900,0.0000
12,2025-09-26T23:15:00+00:00,900,0.0000
2,2025-09-26T23:30:00+00:00,900,0.0720
1,2025-09-26T23:30:00+00:00,900,0.0000
3,2025-09-26T23:30:00+00:00,900,0.0000
4,2025-09-26T23:30:00+00:00,900,0.0000
11,2025-09-26T23:30:00+00:00,900,0.2880
10,2025-09-26T23:30:00+00:00,900,0.0000
13,2025-09-26T23:30:00+00:00,900,0.0000
12,2025-09-26T23:30:00+00:00,900,0.0000
2,2025-09-26T23:45:00+00:00,900,0.0760
1,2025-09-26T23:45:00+00:00,900,0.0000
3,2025-09-26T23:45:00+00:00,900,0.0000
4,2025-09-26T23:45:00+00:00,900,0.0000
11,2025-09-26T23:45:00+00:00,900,0.3040
10,2025-09-26T23:45:00+00:00,900,0.0000
13,2025-09-26T23:45:00+00:00,900,0.0000
12,2025-09-26T23:45:00+00:00,900,0.0000
2,2025-09-27T00:00:00+00:00,900,0.0780
1,2025-09-27T00:00:00+00:00,900,0.0000
3,2025-09-27T00:00:00+00:00,900,0.0000
4,2025-09-27T00:00:00+00:00,900,0.0000
11,2025-09-27T00:00:00+00:00,900,0.3120
10,2025-09-27T00:00:00+00:00,900,0.0000
13,2025-09-27T00:00:00+00:00,900,0.0000
12,2025-09-27T00:00:00+00:00,900,0.0000
2,2025-09-27T00:15:00+00:00,900,0.0910
1,2025-09-27T00:15:00+00:00,900,0.0000
3,2025-09-27T00:15:00+00:00,900,0.0000
4,2025-09-27T00:15:00+00:00,900,0.0000
11,2025-09-27T00:15:00+00:00,900,0.3640
10,2025-09-27T00:15:00+00:00,900,0.0000
13,2025-09-27T00:15:00+00:00,900,0.0000
12,2025-09-27T00:15:00+00:00,900,0.0000
2,2025-09-27T00:30:00+00:00,900,0.0740
1,2025-09-27T00:30:00+00:00,900,0.0000
3,2025-09-27T00:30:00+00:00,900,0.0000
4,2025-09-27T00:30:00+00:00,900,0.0000
11,2025-09-27T00:30:00+00:00,900,0.2960
10,2025-09-27T00:30:00+00:00,900,0.0000
13,2025-09-27T00:30:00+00:00,900,0.0000
12,2025-09-27T00:30:00+00:00,900,0.0000
2,2025-09-27T00:45:00+00:00,900,0.0720
1,2025-09-27T00:45:00+00:00,900,0.0000
3,2025-09-27T00:45:00+00:00,900,0.0000
4,2025-09-27T00:45:00+00:00,900,0.0000
11,2025-09-27T00:45:00+00:00,900,0.2880
10,2025-09-27T00:45:00+00:00,900,0.0000
13,2025-09-27T00:45:00+00:00,900,0.0000
12,2025-09-27T00:45:00+00:00,900,0.0000
2,2025-09-27T01:00:00+00:00,900,0.0700
1,2025-09-27T01:00:00+00:00,900,0.0000
3,2025-09-27T01:00:00+00:00,900,0.0000
4,2025-09-27T01:00:00+00:00,900,0.0000
11,2025-09-27T01:00:00+00:00,900,0.2800
10,2025-09-27T01:00:00+00:00,900,0.0000
13,2025-09-27T01:00:00+00:00,900,0.0000
12,2025-09-27T01:00:00+00:00,900,0.0000
2,2025-09-27T01:15:00+00:00,900,0.0700
1,2025-09-27T01:15:00+00:00,900,0.0000
3,2025-09-27T01:15:00+00:00,900,0.0000
4,2025-09-27T01:15:00+00:00,900,0.0000
11,2025-09-27T01:15:00+00:00,900,0.2800
10,2025-09-27T01:15:00+00:00,900,0.0000
13,2025-09-27T01:15:00+00:00,900,0.0000
12,2025-09-27T01:15:00+00:00,900,0.0000
2,2025-09-27T01:30:00+00:00,900,0.0720
1,2025-09-27T01:30:00+00:00,900,0.0000
3,2025-09-27T01:30:00+00:00,900,0.0000
4,2025-09-27T01:30:00+00:00,900,0.0000
11,2025-09-27T01:30:00+00:00,900,0.2880
10,2025-09-27T01:30:00+00:00,900,0.0000
13,2025-09-27T01:30:00+00:00,900,0.0000
12,2025-09-27T01:30:00+00:00,900,0.0000
2,2025-09-27T01:45:00+00:00,900,0.0680
1,2025-09-27T01:45:00+00:00,900,0.0000
3,2025-09-27T01:45:00+00:00,900,0.0000
4,2025-09-27T01:45:00+00:00,900,0.0000
11,2025-09-27T01:45:00+00:00,900,0.2720
10,2025-09-27T01:45:00+00:00,900,0.0000
13,2025-09-27T01:45:00+00:00,900,0.0000
12,2025-09-27T01:45:00+00:00,900,0.0000
2,2025-09-27T02:00:00+00:00,900,0.0760
1,2025-09-27T02:00:00+00:00,900,0.0000
3,2025-09-27T02:00:00+00:00,900,0.0000
4,2025-09-27T02:00:00+00:00,900,0.0000
11,2025-09-27T02:00:00+00:00,900,0.3040
10,2025-09-27T02:00:00+00:00,900,0.0000
13,2025-09-27T02:00:00+00:00,900,0.0000
12,2025-09-27T02:00:00+00:00,900,0.0000
2,2025-09-27T02:15:00+00:00,900,0.0820
1,2025-09-27T02:15:00+00:00,900,0.0000
3,2025-09-27T02:15:00+00:00,900,0.0000
4,2025-09-27T02:15:00+00:00,900,0.0000
11,2025-09-27T02:15:00+00:00,900,0.3280
10,2025-09-27T02:15:00+00:00,900,0.0000
13,2025-09-27T02:15:00+00:00,900,0.0000
12,2025-09-27T02:15:00+00:00,900,0.0000
2,2025-09-27T02:30:00+00:00,900,0.0890
1,2025-09-27T02:30:00+00:00,900,0.0000
3,2025-09-27T02:30:00+00:00,900,0.0000
4,2025-09-27T02:30:00+00:00,900,0.0000
11,2025-09-27T02:30:00+00:00,900,0.3560
10,2025-09-27T02:30:00+00:00,900,0.0000
13,2025-09-27T02:30:00+00:00,900,0.0000
12,2025-09-27T02:30:00+00:00,900,0.0000
2,2025-09-27T02:45:00+00:00,900,0.0680
1,2025-09-27T02:45:00+00:00,900,0.0000
3,2025-09-27T02:45:00+00:00,900,0.0000
4,2025-09-27T02:45:00+00:00,900,0.0000
11,2025-09-27T02:45:00+00:00,900,0.2720
10,2025-09-27T02:45:00+00:00,900,0.0000
13,2025-09-27T02:45:00+00:00,900,0.0000
12,2025-09-27T02:45:00+00:00,900,0.0000
2,2025-09-27T03:00:00+00:00,900,0.0840
1,2025-09-27T03:00:00+00:00,900,0.0000
3,2025-09-27T03:00:00+00:00,900,0.0000
4,2025-09-27T03:00:00+00:00,900,0.0000
11,2025-09-27T03:00:00+00:00,900,0.3360
10,2025-09-27T03:00:00+00:00,900,0.0000
13,2025-09-27T03:00:00+00:00,900,0.0000
12,2025-09-27T03:00:00+00:00,900,0.0000
2,2025-09-27T03:15:00+00:00,900,0.0880
1,2025-09-27T03:15:00+00:00,900,0.0000
3,2025-09-27T03:15:00+00:00,900,0.0000
4,2025-09-27T03:15:00+00:00,900,0.0000
11,2025-09-27T03:15:00+00:00,900,0.3520
10,2025-09-27T03:15:00+00:00,900,0.0000
13,2025-09-27T03:15:00+00:00,900,0.0000
12,2025-09-27T03:15:00+00:00,900,0.0000
2,2025-09-27T03:30:00+00:00,900,0.0890
1,2025-09-27T03:30:00+00:00,900,0.0000
3,2025-09-27T03:30:00+00:00,900,0.0000
4,2025-09-27T03:30:00+00:00,900,0.0000
11,2025-09-27T03:30:00+00:00,900,0.3560
10,2025-09-27T03:30:00+00:00,900,0.0000
13,2025-09-27T03:30:00+00:00,900,0.0000
12,2025-09-27T03:30:00+00:00,900,0.0000
2,2025-09-27T03:45:00+00:00,900,0.0800
1,2025-09-27T03:45:00+00:00,900,0.0000
3,2025-09-27T03:45:00+00:00,900,0.0000
4,2025-09-27T03:45:00+00:00,900,0.0000
11,2025-09-27T03:45:00+00:00,900,0.3200
10,2025-09-27T03:45:00+00:00,900,0.0000
13,2025-09-27T03:45:00+00:00,900,0.0000
12,2025-09-27T03:45:00+00:00,900,0.0000
2,2025-09-27T04:00:00+00:00,900,0.0700
1,2025-09-27T04:00:00+00:00,900,0.0000
3,2025-09-27T04:00:00+00:00,900,0.0000
4,2025-09-27T04:00:00+00:00,900,0.0000
11,2025-09-27T04:00:00+00:00,900,0.2800
10,2025-09-27T04:00:00+00:00,900,0.0000
13,2025-09-27T04:00:00+00:00,900,0.0000
12,2025-09-27T04:00:00+00:00,900,0.0000
2,2025-09-27T04:15:00+00:00,900,0.0830
1,2025-09-27T04:15:00+00:00,900,0.0000
3,2025-09-27T04:15:00+00:00,900,0.0000
4,2025-09-27T04:15:00+00:00,900,0.0000
11,2025-09-27T04:15:00+00:00,900,0.3320
10,2025-09-27T04:15:00+00:00,900,0.0000
13,2025-09-27T04:15:00+00:00,900,0.0000
12,2025-09-27T04:15:00+00:00,900,0.0000
2,2025-09-27T04:30:00+00:00,900,0.0820
1,2025-09-27T04:30:00+00:00,900,0.0000
3,2025-09-27T04:30:00+00:00,900,0.0000
4,2025-09-27T04:30:00+00:00,900,0.0000
11,2025-09-27T04:30:00+00:00,900,0.3280
10,2025-09-27T04:30:00+00:00,900,0.0000
13,2025-09-27T04:30:00+00:00,900,0.0000
12,2025-09-27T04:30:00+00:00,900,0.0000
2,2025-09-27T04:45:00+00:00,900,0.0820
1,2025-09-27T04:45:00+00:00,900,0.0000
3,2025-09-27T04:45:00+00:00,900,0.0000
4,2025-09-27T04:45:00+00:00,900,0.0000
11,2025-09-27T04:45:00+00:00,900,0.3280
10,2025-09-27T04:45:00+00:00,900,0.0000
13,2025-09-27T04:45:00+00:00,900,0.0000
12,2025-09-27T04:45:00+00:00,900,0.0000
2,2025-09-27T05:00:00+00:00,900,0.0670
1,2025-09-27T05:00:00+00:00,900,0.0000
3,2025-09-27T05:00:00+00:00,900,0.0000
4,2025-09-27T05:00:00+00:00,900,0.0000
11,2025-09-27T05:00:00+00:00,900,0.2680
10,2025-09-27T05:00:00+00:00,900,0.0000
13,2025-09-27T05:00:00+00:00,900,0.0000
12,2025-09-27T05:00:00+00:00,900,0.0000
2,2025-09-27T05:15:00+00:00,900,0.0740
1,2025-09-27T05:15:00+00:00,900,0.0000
3,2025-09-27T05:15:00+00:00,900,0.0000
4,2025-09-27T05:15:00+00:00,900,0.0000
11,2025-09-27T05:15:00+00:00,900,0.2960
10,2025-09-27T05:15:00+00:00,900,0.0000
13,2025-09-27T05:15:00+00:00,900,0.0000
12,2025-09-27T05:15:00+00:00,900,0.0000
2,2025-09-27T05:30:00+00:00,900,0.0690
1,2025-09-27T05:30:00+00:00,900,0.0000
3,2025-09-27T05:30:00+00:00,900,0.0000
4,2025-09-27T05:30:00+00:00,900,0.0000
11,2025-09-27T05:30:00+00:00,900,0.2760
10,2025-09-27T05:30:00+00:00,900,0.0000
13,2025-09-27T05:30:00+00:00,900,0.0000
12,2025-09-27T05:30:00+00:00,900,0.0000
2,2025-09-27T05:45:00+00:00,900,0.0710
1,2025-09-27T05:45:00+00:00,900,0.0000
3,2025-09-27T05:45:00+00:00,900,0.0000
4,2025-09-27T05:45:00+00:00,900,0.0000
11,2025-09-27T05:45:00+00:00,900,0.2840
10,2025-09-27T05:45:00+00:00,900,0.0000
13,2025-09-27T05:45:00+00:00,900,0.0000
12,2025-09-27T05:45:00+00:00,900,0.0000
2,2025-09-27T06:00:00+00:00,900,0.0720
1,2025-09-27T06:00:00+00:00,900,0.0000
3,2025-09-27T06:00:00+00:00,900,0.0000
4,2025-09-27T06:00:00+00:00,900,0.0000
11,2025-09-27T06:00:00+00:00,900,0.2880
10,2025-09-27T06:00:00+00:00,900,0.0000
13,2025-09-27T06:00:00+00:00,900,0.0000
12,2025-09-27T06:00:00+00:00,900,0.0000
2,2025-09-27T06:15:00+00:00,900,0.0680
1,2025-09-27T06:15:00+00:00,900,0.0000
3,2025-09-27T06:15:00+00:00,900,0.0000
4,2025-09-27T06:15:00+00:00,900,0.0000
11,2025-09-27T06:15:00+00:00,900,0.2720
10,2025-09-27T06:15:00+00:00,900,0.0000
13,2025-09-27T06:15:00+00:00,900,0.0000
12,2025-09-27T06:15:00+00:00,900,0.0000
2,2025-09-27T06:30:00+00:00,900,0.0900
1,2025-09-27T06:30:00+00:00,900,0.0000
3,2025-09-27T06:30:00+00:00,900,0.0000
4,2025-09-27T06:30:00+00:00,900,0.0000
11,2025-09-27T06:30:00+00:00,900,0.3600
10,2025-09-27T06:30:00+00:00,900,0.0000
13,2025-09-27T06:30:00+00:00,900,0.0000
12,2025-09-27T06:30:00+00:00,900,0.0000
2,2025-09-27T06:45:00+00:00,900,0.0840
1,2025-09-27T06:45:00+00:00,900,0.0000
3,2025-09-27T06:45:00+00:00,900,0.0000
4,2025-09-27T06:45:00+00:00,900,0.0000
11,2025-09-27T06:45:00+00:00,900,0.3360
10,2025-09-27T06:45:00+00:00,900,0.0000
13,2025-09-27T06:45:00+00:00,900,0.0000
12,2025-09-27T06:45:00+00:00,900,0.0000
2,2025-09-27T07:00:00+00:00,900,0.0720
1,2025-09-27T07:00:00+00:00,900,0.0000
3,2025-09-27T07:00:00+00:00,900,0.0000
4,2025-09-27T07:00:00+00:00,900,0.0000
11,2025-09-27T07:00:00+00:00,900,0.2880
10,2025-09-27T07:00:00+00:00,900,0.0000
13,2025-09-27T07:00:00+00:00,900,0.0000
12,2025-09-27T07:00:00+00:00,900,0.0000
2,2025-09-27T07:15:00+00:00,900,0.0800
1,2025-09-27T07:15:00+00:00,900,0.0000
3,2025-09-27T07:15:00+00:00,900,0.0000
4,2025-09-27T07:15:00+00:00,900,0.0000
11,2025-09-27T07:15:00+00:00,900,0.3200
10,2025-09-27T07:15:00+00:00,900,0.0000
13,2025-09-27T07:15:00+00:00,900,0.0000
12,2025-09-27T07:15:00+00:00,900,0.0000
2,2025-09-27T07:30:00+00:00,900,0.0750
1,2025-09-27T07:30:00+00:00,900,0.0000
3,2025-09-27T07:30:00+00:00,900,0.0000
4,2025-09-27T07:30:00+00:00,900,0.0000
11,2025-09-27T07:30:00+00:00,900,0.3000
10,2025-09-27T07:30:00+00:00,900,0.0000
13,2025-09-27T07:30:00+00:00,900,0.0000
12,2025-09-27T07:30:00+00:00,900,0.0000
2,2025-09-27T07:45:00+00:00,900,0.0780
1,2025-09-27T07:45:00+00:00,900,0.0000
3,2025-09-27T07:45:00+00:00,900,0.0000
4,2025-09-27T07:45:00+00:00,900,0.0000
11,2025-09-27T07:45:00+00:00,900,0.3120
10,2025-09-27T07:45:00+00:00,900,0.0000
13,2025-09-27T07:45:00+00:00,900,0.0000
12,2025-09-27T07:45:00+00:00,900,0.0000
2,2025-09-27T08:00:00+00:00,900,0.1450
1,2025-09-27T08:00:00+00:00,900,0.0000
3,2025-09-27T08:00:00+00:00,900,0.0000
4,2025-09-27T08:00:00+00:00,900,0.0000
11,2025-09-27T08:00:00+00:00,900,0.5800
10,2025-09-27T08:00:00+00:00,900,0.0000
13,2025-09-27T08:00:00+00:00,900,0.0000
12,2025-09-27T08:00:00+00:00,900,0.0000
2,2025-09-27T08:15:00+00:00,900,0.1690
1,2025-09-27T08:15:00+00:00,900,0.0000
3,2025-09-27T08:15:00+00:00,900,0.0000
4,2025-09-27T08:15:00+00:00,900,0.0000
11,2025-09-27T08:15:00+00:00,900,0.6760
10,2025-09-27T08:15:00+00:00,900,0.0000
13,2025-09-27T08:15:00+00:00,900,0.0000
12,2025-09-27T08:15:00+00:00,900,0.0000
2,2025-09-27T08:30:00+00:00,900,0.1940
1,2025-09-27T08:30:00+00:00,900,0.0000
3,2025-09-27T08:30:00+00:00,900,0.0000
4,2025-09-27T08:30:00+00:00,900,0.0000
11,2025-09-27T08:30:00+00:00,900,0.7760
10,2025-09-27T08:30:00+00:00,900,0.0000
13,2025-09-27T08:30:00+00:00,900,0.0000
12,2025-09-27T08:30:00+00:00,900,0.0000
2,2025-09-27T08:45:00+00:00,900,0.1940
1,2025-09-27T08:45:00+00:00,900,0.0000
3,2025-09-27T08:45:00+00:00,900,0.0000
4,2025-09-27T08:45:00+00:00,900,0.0000
11,2025-09-27T08:45:00+00:00,900,0.7760
10,2025-09-27T08:45:00+00:00,900,0.0000
13,2025-09-27T08:45:00+00:00,900,0.0000
12,2025-09-27T08:45:00+00:00,900,0.0000
2,2025-09-27T09:00:00+00:00,900,0.2420
1,2025-09-27T09:00:00+00:00,900,0.0000
3,2025-09-27T09:00:00+00:00,900,0.0000
4,2025-09-27T09:00:00+00:00,900,0.0000
11,2025-09-27T09:00:00+00:00,900,0.9680
10,2025-09-27T09:00:00+00:00,900,0.0000
13,2025-09-27T09:00:00+00:00,900,0.0000
12,2025-09-27T09:00:00+00:00,900,0.0000
2,2025-09-27T09:15:00+00:00,900,0.1970
1,2025-09-27T09:15:00+00:00,900,0.0000
3,2025-09-27T09:15:00+00:00,900,0.0000
4,2025-09-27T09:15:00+00:00,900,0.0000
11,2025-09-27T09:15:00+00:00,900,0.7880
10,2025-09-27T09:15:00+00:00,900,0.0000
13,2025-09-27T09:15:00+00:00,900,0.0000
12,2025-09-27T09:15:00+00:00,900,0.0000
2,2025-09-27T09:30:00+00:00,900,0.1860
1,2025-09-27T09:30:00+00:00,900,0.0000
3,2025-09-27T09:30:00+00:00,900,0.0000
4,2025-09-27T09:30:00+00:00,900,0.0000
11,2025-09-27T09:30:00+00:00,900,0.7440
10,2025-09-27T09:30:00+00:00,900,0.0000
13,2025-09-27T09:30:00+00:00,900,0.0000
12,2025-09-27T09:30:00+00:00,900,0.0000
2,2025-09-27T09:45:00+00:00,900,0.1960
1,2025-09-27T09:45:00+00:00,900,0.0000
3,2025-09-27T09:45:00+00:00,900,0.0000
4,2025-09-27T09:45:00+00:00,900,0.0000
11,2025-09-27T09:45:00+00:00,900,0.7840
10,2025-09-27T09:45:00+00:00,900,0.0000
13,2025-09-27T09:45:00+00:00,900,0.0000
12,2025-09-27T09:45:00+00:00,900,0.0000
2,2025-09-27T10:00:00+00:00,900,0.1990
1,2025-09-27T10:00:00+00:00,900,0.0000
3,2025-09-27T10:00:00+00:00,900,0.0000
4,2025-09-27T10:00:00+00:00,900,0.0000
11,2025-09-27T10:00:00+00:00,900,0.7960
10,2025-09-27T10:00:00+00:00,900,0.0000
13,2025-09-27T10:00:00+00:00,900,0.0000
12,2025-09-27T10:00:00+00:00,900,0.0000
2,2025-09-27T10:15:00+00:00,900,0.2120
1,2025-09-27T10:15:00+00:00,900,0.0000
3,2025-09-27T10:15:00+00:00,900,0.0000
4,2025-09-27T10:15:00+00:00,900,0.0000
11,2025-09-27T10:15:00+00:00,900,0.8480
10,2025-09-27T10:15:00+00:00,900,0.0000
13,2025-09-27T10:15:00+00:00,900,0.0000
12,2025-09-27T10:15:00+00:00,900,0.0000
2,2025-09-27T10:30:00+00:00,900,0.2170
1,2025-09-27T10:30:00+00:00,900,0.0000
3,2025-09-27T10:30:00+00:00,900,0.0000
4,2025-09-27T10:30:00+00:00,900,0.0000
11,2025-09-27T10:30:00+00:00,900,0.8680
10,2025-09-27T10:30:00+00:00,900,0.0000
13,2025-09-27T10:30:00+00:00,900,0.0000
12,2025-09-27T10:30:00+00:00,900,0.0000
2,2025-09-27T10:45:00+00:00,900,0.1550
1,2025-09-27T10:45:00+00:00,900,0.0000
3,2025-09-27T10:45:00+00:00,900,0.0000
4,2025-09-27T10:45:00+00:00,900,0.0000
11,2025-09-27T10:45:00+00:00,900,0.6200
10,2025-09-27T10:45:00+00:00,900,0.0000
13,2025-09-27T10:45:00+00:00,900,0.0000
12,2025-09-27T10:45:00+00:00,900,0.0000
2,2025-09-27T11:00:00+00:00,900,0.0660
1,2025-09-27T11:00:00+00:00,900,0.0000
3,2025-09-27T11:00:00+00:00,900,0.0000
4,2025-09-27T11:00:00+00:00,900,0.0000
11,2025-09-27T11:00:00+00:00,900,0.2640
